Time[s],Packet ID,Address,Read/Write,Data
18.5167675250,1601,0x52,W,0x00 0x0B
18.5169021600,1601,0x53,R,0xFF
18.5227675000,1602,0x52,W,0x02 0x1C
18.5229022400,1602,0x53,R,0xFF
18.5347838200,1603,0x52,W,0x00 0x0C
18.5349186300,1603,0x53,R,0xFF
18.5557719400,1604,0x51,R,0x80 0x86 0xCA 0xFF
18.5617685100,1605,0x52,W,0x02 0x1E
18.5619032300,1605,0x53,R,0xFF
18.5827687800,1606,0x52,W,0x02 0x3C
18.5829033850,1606,0x53,R,0xFF
18.5888263800,1607,0x52,W,0x04 0x0A
18.5889610800,1607,0x53,R,0xFF
18.5997855400,1608,0x52,W,0x04 0x0A
18.5999202400,1608,0x53,R,0xFF
18.6107826600,1609,0x52,W,0x04 0x0A
18.6109176950,1609,0x53,R,0xFF
18.6277692150,1610,0x52,W,0x00 0x1A
18.6279043700,1610,0x53,R,0xFF
18.6337702700,1611,0x52,W,0x01 0xDC
18.6339048800,1611,0x53,R,0xFF
18.6397690950,1612,0x52,W,0x00 0x0A 0xA9 0xFF
18.6457681350,1613,0x52,W,0x01 0xFC
18.6459030550,1613,0x53,R,0xFF
18.6517670350,1614,0x52,W,0x00 0x0B
18.6519016600,1614,0x53,R,0xFF
18.6577669150,1615,0x52,W,0x02 0x1C
18.6579018500,1615,0x53,R,0xFF
18.6637683000,1616,0x52,W,0x00 0x0C
18.6639027000,1616,0x53,R,0xFF
18.6847850000,1617,0x52,W,0x00 0x0C 0xA9 0xFF 0xE5 0x50 0x53
18.6909506250,1617,0x53,R,0xFF
18.7117699000,1618,0x52,W,0x02 0x3C
18.7119045250,1618,0x53,R,0xFF
18.9187877050,1619,0x52,W,0x00 0x1A
18.9189222150,1619,0x53,R,0xFF
18.9247701100,1620,0x52,W,0x01 0xDC
18.9249049250,1620,0x53,R,0xFF
18.9367831050,1621,0x52,W,0x00 0x0A
18.9369179050,1621,0x53,R,0xFF
18.9427700700,1622,0x52,W,0x01 0xFC
18.9429048900,1622,0x53,R,0xFF
18.9547699500,1623,0x52,W,0x00 0x0B
18.9549046300,1623,0x53,R,0xFF
18.9607696050,1624,0x52,W,0x02 0x1C
18.9609045450,1624,0x53,R,0xFF
18.9727694750,1625,0x52,W,0x00 0x0C
18.9729038700,1625,0x53,R,0xFF
18.9938225450,1626,0x52,W,0x00 0x0C
18.9939573750,1626,0x53,R,0xFF
18.9997703800,1627,0x52,W,0x02 0x3C
18.9999054100,1627,0x53,R,0xFF
19.0207701250,1628,0x51,R,0x81 0x9E
19.0209044150,1628,0x53,R,0xFF
19.0267699850,1629,0x52,W,0x04 0x0A
19.0269048250,1629,0x53,R,0xFF
19.0377836700,1630,0x52,W,0x04 0x0A
19.0379184900,1630,0x53,R,0xFF
19.0487800700,1631,0x52,W,0x04 0x0A
19.0489147600,1631,0x53,R,0xFF
19.0657692900,1632,0x52,W,0x00 0x1A
19.0659035800,1632,0x53,R,0xFF
19.0717692700,1633,0x52,W,0x01 0xDC
19.0719037800,1633,0x53,R,0xFF
19.0780198100,1634,0x52,W,0x00 0x0A
19.0781548500,1634,0x53,R,0xFF 0x94 0x40 0xFF
19.0841509950,1634,0x53,R,0xFF
19.0897715900,1635,0x52,W,0x00 0x0B 0xA9 0xFF
19.0958181950,1636,0x52,W,0x02 0x1C
19.0959529100,1636,0x53,R,0xFF
19.1017740200,1637,0x52,W,0x00 0x0C 0xA9 0xFF
19.1227722650,1638,0x52,W,0x00 0x0C
19.1229070950,1638,0x53,R,0xFF
19.1287849400,1639,0x52,W,0x02 0x3C
19.1289195450,1639,0x53,R,0xFF
19.1497777350,1640,0x52,W,0x02 0x3C 0xA9 0xFF
19.3567854200,1641,0x52,W,0x00 0x1A 0xA9 0xFF
19.3627718850,1642,0x52,W,0x01 0xDC
19.3629063900,1642,0x53,R,0xFF
19.3747714300,1643,0x52,W,0x80 0x85
19.3749063550,1643,0x53,R,0xFF
19.3807729100,1644,0x52,W,0x01 0xFE
19.3809076200,1644,0x53,R,0xFF
19.3927719300,1645,0x52,W,0x00 0x05
19.3929067450,1645,0x53,R,0xFF
19.3988311100,1646,0x52,W,0x02 0x1C
19.3989661550,1646,0x53,R,0xFF
19.4107950300,1647,0x52,W,0x00 0x0C 0xA9 0xFF
19.4317829400,1648,0x52,W,0x00 0x86
19.4319177600,1648,0x53,R,0xFF
19.4377966800,1649,0x52,W,0x02 0x3C
19.4379316150,1649,0x53,R,0xFF
19.4587725600,1650,0x52,W,0x02 0x3C
19.4589072600,1650,0x53,R,0xFF
19.4647880150,1651,0x52,W,0x04 0x0A
19.4649225950,1651,0x53,R,0xFF
19.4757872600,1652,0x52,W,0x04 0x05
19.4759219650,1652,0x53,R,0xFF
19.4867714750,1653,0x52,W,0x04 0x0A
19.4869060950,1653,0x53,R,0xFF
19.5037735200,1654,0x52,W,0x00 0x1A
19.5039083400,1654,0x53,R,0xFF
19.5097713550,1655,0x52,W,0x01 0xDC
19.5099060700,1655,0x53,R,0xFF
19.5157708050,1656,0x52,W,0x00 0x0A 0xA9 0xFF
19.5217807300,1657,0x52,W,0x01 0xFC
19.5219152300,1657,0x53,R,0xFF
19.5280191050,1658,0x52,W,0x00 0x0B
19.5281541350,1658,0x53,R,0xFF
19.5340196100,1659,0x52,W,0x02 0x1C
19.5341543400,1659,0x53,R,0xFF
19.5400263350,1660,0x52,W,0x00 0x0C
19.5401613750,1660,0x53,R,0xFF
19.5610333400,1661,0x52,W,0x00 0x0C 0xA9 0xFF
19.5670195500,1662,0x52,W,0x02 0x3C
19.5671540550,1662,0x53,R,0xFF
19.5880171700,1663,0x52,W,0x02 0x3C
19.5881519950,1663,0x53,R,0xFF
19.7950644300,1664,0x52,W,0x00 0x1A
19.7951989350,1664,0x53,R,0xFF
20.0010196800,1665,0x52,W,0x80 0xF7
20.0011547000,1665,0x53,R,0xFF
20.0130234900,1666,0x52,W,0x00 0x0A
20.0131579950,1666,0x53,R,0xFF 0x94 0x40 0xFF
20.0189214300,1666,0x53,R,0xFF
20.0307756750,1667,0x52,W,0x00 0x0B
20.0309104950,1667,0x53,R,0xFF
20.0367882450,1668,0x52,W,0x02 0x1C
20.0369229700,1668,0x49,R,0xFF
20.0487843850,1669,0x52,W,0x00 0x0C 0xA9 0xFF
20.0697884050,1670,0x52,W,0x00 0x0C
20.0699229000,1670,0x53,R,0xFF
20.0757875350,1671,0x52,W,0x02 0x3C
20.0759223600,1671,0x53,R,0xFF
20.0967857750,1672,0x52,W,0x02 0x3C
20.0969203900,1672,0x53,R,0xFF
20.1027906650,1673,0x52,W,0x04 0x0A
20.1029258150,1673,0x53,R,0xFF
20.1137867400,1674,0x52,W,0x04 0x0A
20.1139213500,1674,0x53,R,0xFF
20.1247885550,1675,0x29,R,0x82 0x85
20.1249231800,1675,0x53,R,0xFF
20.1418144900,1676,0x52,W,0x00 0x1A
20.1419493150,1676,0x53,R,0xFF 0x94 0x40 0xF7
20.1479327800,1676,0x53,R,0xFF
20.1537874900,1677,0x52,W,0x00 0x0A
20.1539221900,1677,0x53,R,0xFF
20.1597874600,1678,0x52,W,0x01 0xFC
20.1599229300,1678,0x53,R,0xFF
20.1660426000,1679,0x52,W,0x00 0x0B
20.1661771900,1679,0x53,R,0xFF
20.1717989600,1680,0x52,W,0x02 0x1C
20.1719333550,1680,0x53,R,0xFF
20.1777948950,1681,0x52,W,0x00 0x0C
20.1779297250,1681,0x53,R,0xFF
20.1987986050,1682,0x52,W,0x00 0x0C
20.1989334250,1682,0x53,R,0xFF
20.2048195950,1683,0x52,W,0x01 0x9E
20.2049544000,1683,0x53,R,0xFF
20.2257937150,1684,0x52,W,0x02 0x3C
20.2259286700,1684,0x53,R,0xFF
20.4327880800,1685,0x52,W,0x00 0x1A
20.4329227950,1685,0x53,R,0xFF
20.4390364000,1686,0x52,W,0x01 0xDC 0xA9 0xFF
20.4507755850,1687,0x52,W,0x00 0x0A
20.4509104100,1687,0x53,R,0xFF
20.4567782300,1688,0x52,W,0x01 0xFC
20.4569131700,1688,0x53,R,0xFF
20.4687757550,1689,0x52,W,0x00 0x0B
20.4689101500,1689,0x53,R,0xFF
20.4747748900,1690,0x52,W,0x01 0x8E 0xD4 0xFF
20.4867917100,1691,0x52,W,0x00 0x0C
20.4869264150,1691,0x53,R,0xFF
20.5078328500,1692,0x52,W,0x00 0x0C
20.5079676600,1692,0x53,R,0xFF
20.5137928300,1693,0x52,W,0x02 0x3C
20.5139274400,1693,0x53,R,0xFF
20.5347766800,1694,0x52,W,0x02 0x3C
20.5349116100,1694,0x53,R,0xFF
20.5407869100,1695,0x52,W,0x04 0x0A
20.5409218450,1695,0x53,R,0xFF 0x94 0x41 0x42
20.5519107650,1695,0x53,R,0xFF
20.5627889650,1696,0x52,W,0x04 0x0A
20.5629233600,1696,0x53,R,0xFF
20.5798040150,1697,0x52,W,0x00 0x8D
20.5799386200,1697,0x53,R,0xFF
20.5857935450,1698,0x52,W,0x01 0xDC
20.5859283600,1698,0x53,R,0xFF
20.5917903300,1699,0x52,W,0x00 0x0A
20.5919251550,1699,0x53,R,0xFF
20.5977908650,1700,0x52,W,0x01 0xFC
20.5979257900,1700,0x53,R,0xFF
20.6037909450,1701,0x52,W,0x00 0x0B
20.6039258800,1701,0x53,R,0xFF
20.6098364800,1702,0x52,W,0x02 0x1C
20.6099711950,1702,0x53,R,0xFF
20.6157922000,1703,0x52,W,0x00 0x0C
20.6159267150,1703,0x59,R,0xFF
20.6367770200,1704,0x52,W,0x00 0x0C
20.6369115300,1704,0x51,R,0xFF
20.6427765750,1705,0x52,W,0x02 0x3C
20.6429112950,1705,0x53,R,0xFF
20.6637900900,1706,0x52,W,0x02 0x3C
20.6639248000,1706,0x53,R,0xFF
20.8707856100,1707,0x52,W,0x00 0x1A
20.8709200200,1707,0x53,R,0xFF
20.8767915850,1708,0x52,W,0x01 0xDE
20.8769264000,1708,0x29,R,0xFF
20.8888042350,1709,0x52,W,0x00 0x0A
20.8889387500,1709,0x53,R,0xFF
20.8950401700,1710,0x52,W,0x01 0xFE
20.8951751100,1710,0x53,R,0xFF
20.9067775400,1711,0x52,W,0x00 0x0B 0xA9 0xFF
20.9128325750,1712,0x52,W,0x02 0x1C
20.9129671700,1712,0x53,R,0xFF
20.9247762350,1713,0x52,W,0x00 0x0C
20.9249111550,1713,0x53,R,0xFF
20.9457923950,1714,0x52,W,0x00 0x0C
20.9459274350,1714,0x53,R,0xFF
20.9517920600,1715,0x52,W,0x02 0x3C
20.9519270000,1715,0x53,R,0xFF
20.9727906400,1716,0x52,W,0x02 0x1E
20.9729254600,1716,0x53,R,0xFF
20.9787792150,1717,0x52,W,0x04 0x0A 0xA9 0xFF
20.9897798700,1718,0x52,W,0x04 0x0A
20.9899146750,1718,0x53,R,0xFF
21.0007790300,1719,0x52,W,0x04 0x0A
21.0009138500,1719,0x53,R,0xFF
21.0177965200,1720,0x52,W,0x00 0x1A
21.0179310150,1720,0x53,R,0xFF
21.0237917100,1721,0x52,W,0x01 0xDC
21.0239268400,1721,0x53,R,0xFF
21.0298084400,1722,0x52,W,0x00 0x0A 0xA9 0xFF
21.0357936150,1723,0x52,W,0x01 0xFC
21.0359282150,1723,0x53,R,0xFF
21.0417923250,1724,0x52,W,0x00 0x0B
21.0419272500,1724,0x53,R,0xFF 0x94 0x40 0x47
21.0479267050,1724,0x53,R,0xFF
21.0537931450,1725,0x52,W,0x00 0x0C
21.0539279700,1725,0x53,R,0xFF
21.0747781700,1726,0x52,W,0x00 0x0C
21.0749129900,1726,0x53,R,0xFF
21.0807794500,1727,0x52,W,0x02 0x3C
21.0809141600,1727,0x53,R,0xFF
21.1017934450,1728,0x29,R,0x81 0x9E 0xD4 0xFF
21.3087923200,1729,0x52,W,0x00 0x1A
21.3089269300,1729,0x53,R,0xFF
21.3147795200,1730,0x52,W,0x01 0xDC
21.3149141050,1730,0x53,R,0xFF
21.3267799100,1731,0x52,W,0x00 0x0A
21.3269145200,1731,0x53,R,0xFF
21.3327796850,1732,0x52,W,0x01 0xFC 0xA9 0xFF
21.3447800900,1733,0x52,W,0x00 0x0B
21.3449147000,1733,0x51,R,0xFF
21.3507952250,1734,0x52,W,0x02 0x1C 0xA9 0xFF 0xCA 0xA0 0x21
21.3629400500,1734,0x53,R,0xFF
21.3837954750,1735,0x52,W,0x00 0x0C
21.3839305150,1735,0x53,R,0xFF
21.3897967400,1736,0x52,W,0x02 0x3C
21.3899314700,1736,0x53,R,0xFF
21.4107796300,1737,0x52,W,0x02 0x3C
21.4109146750,1737,0x53,R,0xFF
21.4168463700,1738,0x29,R,0x82 0x85
21.4169810100,1738,0x53,R,0xFF
21.4277828300,1739,0x52,W,0x04 0x0A
21.4279176600,1739,0x53,R,0xFF
21.4388196550,1740,0x52,W,0x04 0x0A
21.4389545850,1740,0x53,R,0xFF
21.4557970450,1741,0x52,W,0x80 0x8D
21.4559318600,1741,0x49,R,0xFF
21.4617967100,1742,0x52,W,0x01 0xDC
21.4619318550,1742,0x53,R,0xFF
21.4677965850,1743,0x52,W,0x00 0x0A
21.4679309750,1743,0x53,R,0xFF
21.4738027600,1744,0x52,W,0x01 0xFC
21.4739373800,1744,0x53,R,0xFF
21.4798081950,1745,0x52,W,0x00 0x0B
21.4799429000,1745,0x53,R,0xFF
21.4857961200,1746,0x52,W,0x02 0x8E
21.4859308400,1746,0x53,R,0xFF
21.4917952650,1747,0x52,W,0x00 0x0C 0xA9 0xFF
21.5127888200,1748,0x52,W,0x00 0x0C
21.5129234400,1748,0x53,R,0xFF
21.5188577050,1749,0x52,W,0x02 0x3C
21.5189922250,1749,0x53,R,0xFF
21.5398118050,1750,0x52,W,0x02 0x3C
21.5399468400,1750,0x53,R,0xFF
21.7467831350,1751,0x52,W,0x00 0x0C
21.7469180750,1751,0x53,R,0xFF
21.7527983750,1752,0x52,W,0x01 0xDC
21.7529331900,1752,0x53,R,0xFF
21.7647833050,1753,0x52,W,0x00 0x0A
21.7649178200,1753,0x53,R,0xFF
21.7707948150,1754,0x52,W,0x01 0xFC
21.7709294300,1754,0x53,R,0xFF
21.7827934100,1755,0x52,W,0x00 0x0B
21.7829280200,1755,0x53,R,0xFF
21.7888149250,1756,0x52,W,0x02 0x1C
21.7889499800,1756,0x53,R,0xFF
21.8008013700,1757,0x52,W,0x00 0x0C
21.8009363050,1757,0x53,R,0xFF
21.8218676800,1758,0x52,W,0x00 0x0C 0xA9 0xFF
21.8277982400,1759,0x52,W,0x02 0x3C
21.8279328450,1759,0x53,R,0xFF
21.8487830450,1760,0x52,W,0x02 0x3C
21.8489179600,1760,0x53,R,0xFF
21.8547826000,1761,0x52,W,0x04 0x0A
21.8549174200,1761,0x53,R,0xFF
21.8657826200,1762,0x51,R,0x82 0x85
21.8659171000,1762,0x29,R,0xFF
21.8767835800,1763,0x52,W,0x04 0x0A
21.8769185150,1763,0x53,R,0xFF
21.8938086700,1764,0x52,W,0x00 0x1A
21.8939434750,1764,0x53,R,0xFF
21.8997993600,1765,0x52,W,0x01 0xDC
21.8999341800,1765,0x53,R,0xFF
21.9057970250,1766,0x52,W,0x00 0x0A
21.9059317250,1766,0x53,R,0xFF
21.9117976300,1767,0x52,W,0x01 0xFC
21.9119322400,1767,0x53,R,0xFF
21.9177972050,1768,0x52,W,0x00 0x0B
21.9179318100,1768,0x53,R,0xFF
21.9241387200,1769,0x52,W,0x02 0x1C
21.9242734450,1769,0x53,R,0xFF
21.9300614900,1770,0x52,W,0x00 0x0C
21.9301964250,1770,0x53,R,0xFF
21.9510295500,1771,0x52,W,0x00 0x0C
21.9511643700,1771,0x53,R,0xFF
21.9570272000,1772,0x52,W,0x01 0x9E
21.9571617000,1772,0x53,R,0xFF
21.9777987800,1773,0x52,W,0x02 0x3C
21.9779336100,1773,0x53,R,0xFF
22.1847871800,1774,0x52,W,0x00 0x1A
22.1849220000,1774,0x53,R,0xFF
22.1907998700,1775,0x52,W,0x01 0xDC
22.1909347900,1775,0x53,R,0xFF
22.2027948100,1776,0x52,W,0x00 0x0A
22.2029296600,1776,0x53,R,0xFF
22.2087910750,1777,0x52,W,0x01 0xFC 0xA9 0xFF
22.2207990600,1778,0x52,W,0x00 0x0B
22.2209333500,1778,0x53,R,0xFF
22.2268293300,1779,0x52,W,0x02 0x8E
22.2269643750,1779,0x53,R,0xFF
22.2388070200,1780,0x52,W,0x00 0x0C
22.2389418150,1780,0x53,R,0xFF
22.2598020750,1781,0x52,W,0x00 0x0C
22.2599370000,1781,0x53,R,0xFF
22.2658002500,1782,0x52,W,0x02 0x3C
22.2659346300,1782,0x53,R,0xFF
22.2867833550,1783,0x49,R,0x81 0x9E
22.2869180700,1783,0x53,R,0xFF
22.2927865350,1784,0x52,W,0x04 0x0A
22.2929214750,1784,0x53,R,0xFF
22.3037853750,1785,0x52,W,0x04 0x0A
22.3039202100,1785,0x53,R,0xFF
22.3147850800,1786,0x52,W,0x04 0x0A
22.3149195750,1786,0x53,R,0xFF
22.3318034200,1787,0x52,W,0x00 0x1A
22.3319382450,1787,0x53,R,0xFF
22.3378002100,1788,0x52,W,0x01 0xDC
22.3379353600,1788,0x53,R,0xFF
22.3437987150,1789,0x52,W,0x00 0x0A 0xA9 0xFF
22.3497988150,1790,0x52,W,0x01 0xFC
22.3499336300,1790,0x53,R,0xFF
22.3558006000,1791,0x52,W,0x00 0x0B
22.3559356550,1791,0x53,R,0xFF
22.3617975950,1792,0x52,W,0x02 0x1C
22.3619324200,1792,0x53,R,0xFF
22.3678106150,1793,0x52,W,0x80 0x86
22.3679450900,1793,0x53,R,0xFF
22.3888110700,1794,0x52,W,0x00 0x0C
22.3889458100,1794,0x53,R,0xFF
22.3947854900,1795,0x52,W,0x02 0x3C
22.3949200950,1795,0x53,R,0xFF 0x94 0x40 0x4F
22.4159334900,1795,0x53,R,0xFF
22.6227866550,1796,0x59,R,0x80 0x8D
22.6229214650,1796,0x53,R,0xFF
22.6288317550,1797,0x52,W,0x01 0xDC
22.6289664750,1797,0x53,R,0xFF
22.6410367300,1798,0x52,W,0x00 0x0A
22.6411715550,1798,0x53,R,0xFF
22.6470502750,1799,0x52,W,0x01 0xFC
22.6471851000,1799,0x53,R,0xFF
22.6590326550,1800,0x52,W,0x00 0x0B
22.6591674700,1800,0x53,R,0xFF
22.6647871000,1801,0x52,W,0x02 0x1C
22.6649217100,1801,0x53,R,0xFF
22.6767979600,1802,0x52,W,0x00 0x0C
22.6769328700,1802,0x53,R,0xFF
22.6978093300,1803,0x52,W,0x00 0x0C
22.6979445750,1803,0x53,R,0xFF
22.7037997200,1804,0x52,W,0x81 0x9E
22.7039343200,1804,0x53,R,0xFF
22.7247875100,1805,0x52,W,0x02 0x3C 0xA9 0xFF
22.7308358150,1806,0x52,W,0x04 0x0A
22.7309707500,1806,0x53,R,0xFF
22.7417887950,1807,0x52,W,0x04 0x0A
22.7419236250,1807,0x53,R,0xFF
22.7527984100,1808,0x52,W,0x04 0x0A 0xA9 0xFF
22.7698034350,1809,0x52,W,0x00 0x1A
22.7699378250,1809,0x53,R,0xFF
22.7758094900,1810,0x49,R,0x80 0xEE
22.7759447400,1810,0x53,R,0xFF
22.7818146000,1811,0x52,W,0x00 0x0A
22.7819493250,1811,0x53,R,0xFF
22.7878027550,1812,0x52,W,0x01 0xFC
22.7879376800,1812,0x53,R,0xFF
22.7938112750,1813,0x52,W,0x00 0x0B
22.7939461000,1813,0x29,R,0xFF
22.7998113650,1814,0x52,W,0x02 0x1C
22.7999458700,1814,0x53,R,0xFF
22.8057997300,1815,0x49,R,0x80 0x86
22.8059346600,1815,0x53,R,0xFF
22.8267857100,1816,0x52,W,0x00 0x0C 0xA9 0xFF
22.8328324200,1817,0x52,W,0x02 0x3C 0xA9 0xFF
22.8538047600,1818,0x52,W,0x02 0x3C 0xA9 0xFF
23.0607875000,1819,0x52,W,0x00 0x1A
23.0609225400,1819,0x53,R,0xFF
23.0668006100,1820,0x52,W,0x01 0xDC
23.0669351200,1820,0x53,R,0xFF
23.0787974000,1821,0x52,W,0x00 0x0A
23.0789322050,1821,0x53,R,0xFF
23.0850336400,1822,0x52,W,0x01 0xFC
23.0851683550,1822,0x53,R,0xFF
23.0967876500,1823,0x52,W,0x00 0x0B
23.0969226750,1823,0x53,R,0xFF
23.1027905150,1824,0x52,W,0x02 0x1C
23.1029254200,1824,0x53,R,0xFF
23.1147871900,1825,0x52,W,0x00 0x0C
23.1149216850,1825,0x53,R,0xFF
23.1358543400,1826,0x52,W,0x00 0x0C
23.1359892700,1826,0x53,R,0xFF
23.1418123000,1827,0x52,W,0x02 0x1E
23.1419471400,1827,0x53,R,0xFF
23.1627968000,1828,0x52,W,0x02 0x3C
23.1629313000,1828,0x53,R,0xFF
23.1687970000,1829,0x52,W,0x04 0x0A
23.1689315100,1829,0x53,R,0xFF
23.1798116300,1830,0x52,W,0x04 0x0A
23.1799465700,1830,0x53,R,0xFF
23.1908157800,1831,0x52,W,0x04 0x0A
23.1909505100,1831,0x53,R,0xFF
23.2078121700,1832,0x52,W,0x00 0x1A
23.2079467800,1832,0x53,R,0xFF
23.2138025550,1833,0x52,W,0x01 0xDC
23.2139371700,1833,0x53,R,0xFF
23.2198032000,1834,0x52,W,0x00 0x0A
23.2199378150,1834,0x53,R,0xFF
23.2258046800,1835,0x52,W,0x01 0xFC
23.2259396150,1835,0x53,R,0xFF
23.2318043500,1836,0x52,W,0x00 0x0B
23.2319391650,1836,0x53,R,0xFF
23.2378411250,1837,0x52,W,0x02 0x1C 0xA9 0xFF
23.2438074200,1838,0x52,W,0x00 0x0C 0xA9 0xFF
23.2647872200,1839,0x52,W,0x00 0x0C
23.2649219250,1839,0x53,R,0xFF
23.2707881500,1840,0x52,W,0x02 0x3C
23.2709224450,1840,0x53,R,0xFF
23.2918045500,1841,0x52,W,0x02 0x3C
23.2919395950,1841,0x53,R,0xFF
23.4988000950,1842,0x52,W,0x00 0x1A
23.4989350200,1842,0x53,R,0xFF
23.5047903850,1843,0x52,W,0x01 0xDC
23.5049253100,1843,0x53,R,0xFF
23.5167886550,1844,0x52,W,0x00 0x0A
23.5169232600,1844,0x53,R,0xFF
23.5228024000,1845,0x52,W,0x01 0xFC
23.5229372100,1845,0x53,R,0xFF
23.5348020550,1846,0x52,W,0x00 0x0B
23.5349373050,1846,0x53,R,0xFF
23.5410687000,1847,0x52,W,0x02 0x1C
23.5412036400,1847,0x53,R,0xFF
23.5527904100,1848,0x52,W,0x00 0x0C
23.5529252150,1848,0x53,R,0xFF
23.5738073150,1849,0x52,W,0x00 0x0C
23.5739423600,1849,0x53,R,0xFF
23.5798137000,1850,0x52,W,0x02 0x3C
23.5799486200,1850,0x53,R,0xFF
23.6007927600,1851,0x52,W,0x02 0x3C
23.6009274500,1851,0x53,R,0xFF
23.6067899600,1852,0x52,W,0x01 0x42
23.6069248900,1852,0x53,R,0xFF
23.6177891400,1853,0x69,R,0x82 0x85
23.6179234050,1853,0x53,R,0xFF
23.6287908250,1854,0x52,W,0x04 0x0A
23.6289256750,1854,0x53,R,0xFF
23.6458067350,1855,0x52,W,0x00 0x46
23.6459414550,1855,0x53,R,0xFF
23.6518068500,1856,0x52,W,0x01 0xDC
23.6519417750,1856,0x53,R,0xFF
23.6578033050,1857,0x52,W,0x00 0x0A
23.6579380300,1857,0x53,R,0xFF
23.6638048000,1858,0x52,W,0x01 0xFC
23.6639391750,1858,0x53,R,0xFF
23.6698143750,1859,0x52,W,0x00 0x0B
23.6699488900,1859,0x53,R,0xFF
23.6758076550,1860,0x52,W,0x02 0x1C
23.6759352400,1860,0x29,R,0xFF
23.6818105150,1861,0x52,W,0x00 0x0C
23.6819451500,1861,0x53,R,0xFF
23.7028008800,1862,0x52,W,0x00 0x0C
23.7029358200,1862,0x53,R,0xFF
23.7087901900,1863,0x52,W,0x02 0x3C
23.7089250150,1863,0x53,R,0xFF
23.7298209850,1864,0x52,W,0x02 0x3C
23.7299558100,1864,0x53,R,0xFF
23.9368085300,1865,0x52,W,0x00 0x1A
23.9369433650,1865,0x53,R,0xFF
23.9428498100,1866,0x52,W,0x01 0xDC
23.9429846300,1866,0x53,R,0xFF
23.9548037100,1867,0x52,W,0x00 0x0A
23.9549383100,1867,0x53,R,0xFF
23.9607914200,1868,0x52,W,0x01 0xFC
23.9609263600,1868,0x53,R,0xFF
23.9728061250,1869,0x52,W,0x00 0x0B
23.9729411500,1869,0x53,R,0xFF
23.9787926650,1870,0x52,W,0x02 0x1C
23.9789275000,1870,0x53,R,0xFF
23.9907923150,1871,0x52,W,0x00 0x0C
23.9909270450,1871,0x53,R,0xFF 0x94 0x40 0x43
24.0119403350,1871,0x53,R,0xFF
24.0178068900,1872,0x52,W,0x02 0x3C
24.0179414950,1872,0x53,R,0xFF
24.0388085600,1873,0x52,W,0x02 0x3C
24.0389433900,1873,0x53,R,0xFF
24.0448483250,1874,0x52,W,0x04 0x0A
24.0449831450,1874,0x53,R,0xFF 0x94 0x41 0x42 0x6A 0xFF
24.0668031350,1875,0x52,W,0x04 0x02
24.0669376300,1875,0x53,R,0xFF
24.0838095400,1876,0x52,W,0x00 0x1A
24.0839445600,1876,0x53,R,0xFF
24.0898080350,1877,0x52,W,0x01 0xDC
24.0899428550,1877,0x53,R,0xFF
24.0958078150,1878,0x52,W,0x00 0x0A
24.0959428500,1878,0x53,R,0xFF
24.1018079050,1879,0x52,W,0x01 0xFE
24.1019431500,1879,0x53,R,0xFF
24.1078074650,1880,0x52,W,0x00 0x0B
24.1079419800,1880,0x53,R,0xFF
24.1138121450,1881,0x52,W,0x02 0x1C
24.1139467450,1881,0x53,R,0xFF
24.1198153400,1882,0x52,W,0x00 0x0C
24.1199497350,1882,0x53,R,0xFF
24.1407934200,1883,0x52,W,0x00 0x0C
24.1409281450,1883,0x53,R,0xFF
24.1468296600,1884,0x52,W,0x02 0xCF
24.1469646150,1884,0x53,R,0xFF
24.1678076750,1885,0x52,W,0x02 0x3C
24.1679419600,1885,0x53,R,0xFF
24.3748086550,1886,0x52,W,0x00 0x1A
24.3749430550,1886,0x53,R,0xFF
24.3808057650,1887,0x52,W,0x01 0xDC
24.3809408150,1887,0x53,R,0xFF
24.3927933800,1888,0x52,W,0x00 0x0A
24.3929283000,1888,0x53,R,0xFF
24.3987929400,1889,0x52,W,0x01 0xFC 0xA9 0xFF
24.4107931300,1890,0x52,W,0x00 0x0B
24.4109281550,1890,0x53,R,0xFF
24.4168049250,1891,0x52,W,0x02 0x1C
24.4169395600,1891,0x53,R,0xFF
24.4288034300,1892,0x52,W,0x00 0x0C
24.4289383650,1892,0x53,R,0xFF
24.4498345350,1893,0x52,W,0x00 0x0C
24.4499695800,1893,0x53,R,0xFF
24.4558108650,1894,0x52,W,0x02 0x3C
24.4559457900,1894,0x53,R,0xFF
24.4767956500,1895,0x52,W,0x02 0x3C
24.4769304750,1895,0x53,R,0xFF
24.4828119850,1896,0x52,W,0x04 0x0A
24.4829465850,1896,0x53,R,0xFF
24.4937960900,1897,0x52,W,0x02 0x85
24.4939311350,1897,0x53,R,0xFF
24.5047951550,1898,0x52,W,0x04 0x0A
24.5049299800,1898,0x53,R,0xFF
24.5218082700,1899,0x52,W,0x00 0x1A
24.5219427750,1899,0x53,R,0xFF
24.5278084750,1900,0x52,W,0x01 0xDC
24.5279435250,1900,0x53,R,0xFF
24.5338173350,1901,0x52,W,0x00 0x0A 0xA9 0xFF
24.5398206150,1902,0x52,W,0x01 0xFC
24.5399554300,1902,0x53,R,0xFF
24.5458117450,1903,0x52,W,0x00 0x0B 0xA9 0xFF
24.5518137700,1904,0x52,W,0x02 0x1C
24.5519485800,1904,0x53,R,0xFF
24.5578096000,1905,0x52,W,0x80 0x86
24.5579442100,1905,0x53,R,0xFF
